!!SBtab TableID='ParamPrep' TableType='Quantity' TableName='Parameters_EqPrep' DocumentName=' Document=' Unit=' SBtabVersion='1.0' Date='2019-5-17'
!QuantityType	!Reaction:SBML:reaction:id	!Enzyme:Identifiers:ec-code	!Compound:SBML:species:id	!Name	!Mean	!Std	!Unit	!Min	!Max	!Organism	!Description
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.0					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.4					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.4					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.6					Escherichia coli	BRENDA LIT: 649992; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.6					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.9					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			4.2					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			4.9					Escherichia coli	BRENDA LIT: 653045; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.0					Escherichia coli	BRENDA LIT: 650024; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.0					Escherichia coli	BRENDA LIT: 660871; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.0					Escherichia coli	BRENDA LIT: 653045; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.1					Escherichia coli	BRENDA LIT: 653045; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.1					Escherichia coli	BRENDA LIT: 660871; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.1					Escherichia coli	BRENDA LIT: 650024; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.2					Escherichia coli	BRENDA LIT: 650024; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			6.1					Escherichia coli	BRENDA LIT: 661109; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			9.6					Escherichia coli	BRENDA LIT: 672252; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			11.0					Escherichia coli	BRENDA LIT: 661190; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			73.7					Escherichia coli	BRENDA LIT: 726909; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			171.0					Escherichia coli	BRENDA LIT: 649992; Filo Dist: 1.512
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.084					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.39					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.39					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.5					Aquifex aeolicus	BRENDA LIT: 662245; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			1.28					Aquifex aeolicus	BRENDA LIT: 694435; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.3					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.5					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			3.9					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			26.3					Aquifex aeolicus	BRENDA LIT: 704595; Filo Dist: 1.343
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.028					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.059					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.12					Homo sapiens	BRENDA LIT: 650328; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.27					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.3					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.55					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.56					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.74					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.79					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.8					Homo sapiens	BRENDA LIT: 650328; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.81					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.82					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			2.0					Homo sapiens	BRENDA LIT: 661190; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			2.1					Homo sapiens	BRENDA LIT: 702347; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			2.7					Homo sapiens	BRENDA LIT: 650328; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			25.8					Homo sapiens	BRENDA LIT: 716384; Filo Dist: 4.097
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.00961					Natrialba magadii	BRENDA LIT: 728409; Filo Dist: 6.0
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.563					Natrialba magadii	BRENDA LIT: 728409; Filo Dist: 6.0
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			0.331					Pyrococcus horikoshii	BRENDA LIT: 672250; Filo Dist: 4.046
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			5.0					Saccharomyces cerevisiae	BRENDA LIT: 675436; Filo Dist: 4.245
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			37.5					Saccharomyces cerevisiae	BRENDA LIT: 693109; Filo Dist: 4.245
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			2.7					Giardia intestinalis	BRENDA LIT: 702063; Filo Dist: 4.099
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			2.0					Neurospora crassa	BRENDA LIT: 440; Filo Dist: 5.0
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			20.0					Neurospora crassa	BRENDA LIT: 440; Filo Dist: 5.0
substrate catalytic rate constant	R_LEUTRS	6.1.1.4			7.8					Mycobacterium tuberculosis	BRENDA LIT: 728402; Filo Dist: 1.425
substrate catalytic rate constant	R_ILETRS	6.1.1.5			0.13					Saccharomyces cerevisiae	BRENDA LIT: 745362; Filo Dist: 4.245
substrate catalytic rate constant	R_ILETRS	6.1.1.5			0.18					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
substrate catalytic rate constant	R_ILETRS	6.1.1.5			2.64					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
substrate catalytic rate constant	R_ILETRS	6.1.1.5			3.0					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
substrate catalytic rate constant	R_ILETRS	6.1.1.5			3.3					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
substrate catalytic rate constant	R_ILETRS	6.1.1.5			4.63					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
substrate catalytic rate constant	R_ILETRS	6.1.1.5			0.65					Streptomyces griseus	BRENDA LIT: 745362; Filo Dist: 1.359
substrate catalytic rate constant	R_ILETRS	6.1.1.5			1.56					Escherichia coli	BRENDA LIT: 715519; Filo Dist: 1.512
substrate catalytic rate constant	R_ILETRS	6.1.1.5			3.1					Escherichia coli	BRENDA LIT: 450; Filo Dist: 1.512
substrate catalytic rate constant	R_ILETRS	6.1.1.5			27.7					Escherichia coli	BRENDA LIT: 452; Filo Dist: 1.512
substrate catalytic rate constant	R_ILETRS	6.1.1.5			55.0					Escherichia coli	BRENDA LIT: 744324; Filo Dist: 1.512
substrate catalytic rate constant	R_ILETRS	6.1.1.5			80.4					Escherichia coli	BRENDA LIT: 448; Filo Dist: 1.512
substrate catalytic rate constant	R_ILETRS	6.1.1.5			104.0					Escherichia coli	BRENDA LIT: 450; Filo Dist: 1.512
substrate catalytic rate constant	R_ILETRS	6.1.1.5			0.35					Staphylococcus aureus	BRENDA LIT: 651903; Filo Dist: 0.909
substrate catalytic rate constant	R_ILETRS	6.1.1.5			18.0					Staphylococcus aureus	BRENDA LIT: 651903; Filo Dist: 0.909
product catalytic rate constant	R_ILETRS	6.1.1.5			0.2					Saccharomyces cerevisiae	BRENDA LIT: 745362; Filo Dist: 4.245
product catalytic rate constant	R_ILETRS	6.1.1.5			0.64					Streptomyces griseus	BRENDA LIT: 745362; Filo Dist: 1.359
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			3.2					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			3.53					Geobacillus stearothermophilus	BRENDA LIT: 652901; Filo Dist: 1.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			3.6					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			4.1					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			40.9					Geobacillus stearothermophilus	BRENDA LIT: 479; Filo Dist: 1.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			42.8					Geobacillus stearothermophilus	BRENDA LIT: 652901; Filo Dist: 1.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			45.7					Geobacillus stearothermophilus	BRENDA LIT: 651752; Filo Dist: 1.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.34					Borreliella burgdorferi	BRENDA LIT: 672141; Filo Dist: 2.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.34					Borreliella burgdorferi	BRENDA LIT: 661755; Filo Dist: 2.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.57					Borreliella burgdorferi	BRENDA LIT: 672141; Filo Dist: 2.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.79					Borreliella burgdorferi	BRENDA LIT: 653627; Filo Dist: 2.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			6.08					Borreliella burgdorferi	BRENDA LIT: 653627; Filo Dist: 2.5
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.00065					Escherichia coli	BRENDA LIT: 649906; Filo Dist: 1.512
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.0035					Escherichia coli	BRENDA LIT: 653627; Filo Dist: 1.512
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			1.8					Escherichia coli	BRENDA LIT: 661087; Filo Dist: 1.512
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			3.4					Escherichia coli	BRENDA LIT: 661087; Filo Dist: 1.512
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			1.7					Homo sapiens	BRENDA LIT: 653377; Filo Dist: 4.097
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			2.0					Homo sapiens	BRENDA LIT: 653377; Filo Dist: 4.097
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.004					Methanococcus maripaludis	BRENDA LIT: 653627; Filo Dist: 4.221
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.2					Methanococcus maripaludis	BRENDA LIT: 653627; Filo Dist: 4.221
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			0.0143					Methanothermobacter thermautotrophicus	BRENDA LIT: 674875; Filo Dist: 6.0
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			5.0					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			5.1					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			5.1					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			5.8					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			6.3					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			7.1					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
substrate catalytic rate constant	R_LYSTRS	6.1.1.6			41.7					Bacillus cereus	BRENDA LIT: 727514; Filo Dist: 0.896
substrate catalytic rate constant	R_ALATRS	6.1.1.7			0.2					Escherichia coli	BRENDA LIT: 649960; Filo Dist: 1.512
substrate catalytic rate constant	R_ALATRS	6.1.1.7			0.44					Escherichia coli	BRENDA LIT: 650000; Filo Dist: 1.512
substrate catalytic rate constant	R_ALATRS	6.1.1.7			1.2					Escherichia coli	BRENDA LIT: 705890; Filo Dist: 1.512
substrate catalytic rate constant	R_ALATRS	6.1.1.7			1.5					Escherichia coli	BRENDA LIT: 514; Filo Dist: 1.512
substrate catalytic rate constant	R_ALATRS	6.1.1.7			2.0					Escherichia coli	BRENDA LIT: 675395; Filo Dist: 1.512
substrate catalytic rate constant	R_ALATRS	6.1.1.7			84.0					Escherichia coli	BRENDA LIT: 515; Filo Dist: 1.512
substrate catalytic rate constant	R_ALATRS	6.1.1.7			89.0					Escherichia coli	BRENDA LIT: 514; Filo Dist: 1.512
substrate catalytic rate constant	R_ALATRS	6.1.1.7			120.0					Escherichia coli	BRENDA LIT: 514; Filo Dist: 1.512
substrate catalytic rate constant	R_VALTRS	6.1.1.9			1.5					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
substrate catalytic rate constant	R_VALTRS	6.1.1.9			1.7					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
substrate catalytic rate constant	R_VALTRS	6.1.1.9			12.9					Escherichia coli	BRENDA LIT: 715519; Filo Dist: 1.512
substrate catalytic rate constant	R_VALTRS	6.1.1.9			13.9					Escherichia coli	BRENDA LIT: 653865; Filo Dist: 1.512
substrate catalytic rate constant	R_VALTRS	6.1.1.9			50.0					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
substrate catalytic rate constant	R_VALTRS	6.1.1.9			51.0					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
substrate catalytic rate constant	R_VALTRS	6.1.1.9			0.074					Anabaena sp.	BRENDA LIT: 727894; Filo Dist: 2.5
substrate catalytic rate constant	R_VALTRS	6.1.1.9			2.9					Geobacillus stearothermophilus	BRENDA LIT: 545; Filo Dist: 1.5
substrate catalytic rate constant	R_VALTRS	6.1.1.9			5.65					Geobacillus stearothermophilus	BRENDA LIT: 545; Filo Dist: 1.5
substrate catalytic rate constant	R_NADS	6.3.1.5			0.2					Methanocaldococcus jannaschii	BRENDA LIT: 728574; Filo Dist: 6.0
substrate catalytic rate constant	R_NADS	6.3.1.5			0.25					Francisella tularensis	BRENDA LIT: 706533; Filo Dist: 2.5
substrate catalytic rate constant	R_5FTHFPGS	6.3.2.17			1.7					Sus scrofa	BRENDA LIT: 1061; Filo Dist: 5.0
substrate catalytic rate constant	R_FTHFCL	6.3.3.2			3.33					Mus musculus	BRENDA LIT: 671619; Filo Dist: 4.092
substrate catalytic rate constant	R_FTHFCL	6.3.3.2			0.79					Mycoplasma pneumoniae	BRENDA LIT: 694983; Filo Dist: 1.278
substrate catalytic rate constant	R_FTHFCL	6.3.3.2			0.94					Mycoplasma pneumoniae	BRENDA LIT: 663363; Filo Dist: 1.278
substrate catalytic rate constant	R_FTHFCL	6.3.3.2			1.0					Mycoplasma pneumoniae	BRENDA LIT: 728751; Filo Dist: 1.278
substrate catalytic rate constant	R_FTHFCL	6.3.3.2			1.0					Mycoplasma pneumoniae	BRENDA LIT: 694983; Filo Dist: 1.278
substrate catalytic rate constant	R_FTHFCL	6.3.3.2			5.3					Arabidopsis thaliana	BRENDA LIT: 652326; Filo Dist: 4.069
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			0.9					Methanothermobacter thermautotrophicus	BRENDA LIT: 716371; Filo Dist: 6.0
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			0.9					Methanothermobacter thermautotrophicus	BRENDA LIT: 716371; Filo Dist: 6.0
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			1.2					Methanothermobacter thermautotrophicus	BRENDA LIT: 716371; Filo Dist: 6.0
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			1.2					Methanothermobacter thermautotrophicus	BRENDA LIT: 716371; Filo Dist: 6.0
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			0.052					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			0.052					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			0.21					Helicobacter pylori	BRENDA LIT: 728391; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			0.21					Helicobacter pylori	BRENDA LIT: 728391; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			0.23					Helicobacter pylori	BRENDA LIT: 728391; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			0.23					Helicobacter pylori	BRENDA LIT: 728391; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			3.0					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			3.0					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			3.49					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			3.49					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			6.1					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			6.1					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			10.29					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			10.29					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			11.8					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			11.8					Helicobacter pylori	BRENDA LIT: 674787; Filo Dist: 1.65
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			0.51					Streptococcus pyogenes	BRENDA LIT: 492302; Filo Dist: 1.007
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			0.51					Streptococcus pyogenes	BRENDA LIT: 492302; Filo Dist: 1.007
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			0.59					Streptococcus pyogenes	BRENDA LIT: 492302; Filo Dist: 1.007
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			0.59					Streptococcus pyogenes	BRENDA LIT: 492302; Filo Dist: 1.007
substrate catalytic rate constant	R_GLNTRAT	6.3.5.7			1.4					Saccharomyces cerevisiae	BRENDA LIT: 745552; Filo Dist: 4.245
substrate catalytic rate constant	R_GLNTRAT2	6.3.5.7			1.4					Saccharomyces cerevisiae	BRENDA LIT: 745552; Filo Dist: 4.245
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.01					Lactobacillus casei	BRENDA LIT: 286434; Filo Dist: 1.05
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.045					Lactobacillus casei	BRENDA LIT: 286430; Filo Dist: 1.05
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.033					Lactobacillus curvatus	BRENDA LIT: 286430; Filo Dist: 1.05
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.007					Plasmodium falciparum	BRENDA LIT: 654758; Filo Dist: 4.172
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.011					Plasmodium falciparum	BRENDA LIT: 686655; Filo Dist: 4.172
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.016					Plasmodium falciparum	BRENDA LIT: 656750; Filo Dist: 4.172
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.018					Plasmodium falciparum	BRENDA LIT: 286458; Filo Dist: 4.172
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.0127					Sus scrofa	BRENDA LIT: 740001; Filo Dist: 5.0
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.0137					Sus scrofa	BRENDA LIT: 740001; Filo Dist: 5.0
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.0156					Sus scrofa	BRENDA LIT: 740001; Filo Dist: 5.0
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.054					Lactococcus lactis	BRENDA LIT: 686679; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.058					Lactococcus lactis	BRENDA LIT: 686679; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.077					Lactococcus lactis	BRENDA LIT: 686679; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.08					Lactococcus lactis	BRENDA LIT: 286430; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.08					Lactococcus lactis	BRENDA LIT: 286454; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.364					Lactococcus lactis	BRENDA LIT: 686679; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	8.0					Lactococcus lactis	BRENDA LIT: 286430; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	8.0					Lactococcus lactis	BRENDA LIT: 286454; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.08					Thermoanaerobacter ethanolicus	BRENDA LIT: 286468; Filo Dist: 0.982
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.05					Geobacillus stearothermophilus	BRENDA LIT: 678544; Filo Dist: 1.5
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.08					Geobacillus stearothermophilus	BRENDA LIT: 678544; Filo Dist: 1.5
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.19					Geobacillus stearothermophilus	BRENDA LIT: 678544; Filo Dist: 1.5
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.066					Lactococcus lactis subsp. cremoris	BRENDA LIT: 740458; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.4					Lactococcus lactis subsp. cremoris	BRENDA LIT: 286430; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	0.4					Lactococcus lactis subsp. cremoris	BRENDA LIT: 286433; Filo Dist: 1.013
Michaelis constant	R_LDH_L	1.1.1.27	M_nadh_c	NADH	44.0					Lactococcus lactis subsp. cremoris	BRENDA LIT: 286433; Filo Dist: 1.013
